YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-3,The number of axes for position data is zero.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-4,The number of stored position data exceeded the maximum stored data at the initialization of the position data control process.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-5,The memory size of the position data exceeded the maximum memory size at the initialization of the position data control process.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-6,Unused position data file is destroyed.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-7,Unused position data file does not exist.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-8,Position data file is destroyed.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-9,Position data control information is destroyed.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-10,An error occurred in specified position data number.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-11,Position data is not registered.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-12,An attempt was made to access the undefined position data.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,MOTION
,,,-13,An attempt was made to access the position data for the undefined control group.,Software operation error occurred,"Reset the alarm, and then try again.
",,,,MOTION
,,,,,AIF01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,MOTION
,,,,,ACP01 board failure,"(1)Reset the alarm, and then try again.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe. Replace the ACP01 board, and then insert the SD card which inserted original ACP01 board into the new ACP01 board. ",,,,MOTION
