YRC1000,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name,Contents,Sub Code,Meaning,Cause,Remedy,図表1,図表2,詳細説明(技術者用),Notes
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,ACP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the ACP01 board, and then remove the SD card from the failure ACP01 board to insert it into the new ACP01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,3,"The error was detected during the check of the serial communication watchdog data.
Watchdog data cannot be received from SDCA01 board.",Setting error,"Check the following settings.
- Control group settings in maintenance mode
- The SDCA01 board rotary switch setting (4) of the corresponding node number (SV#5)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- CN509 cable of SDCA01 board #5
- The cable of SDCA01 board #5 connector CN515
- The cable of SDCA01 board #4 connector CN516
- The cable of CPS unit connector CN157",,,,HWC
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
0105,COMMUNICATION ERROR(SV#6),"The serial communications between ACP01 board and SDCA01 board in the YRC1000 is monitored by each board.
This alarm occurs if ACP01detects an error in the serial communication between ACP01 board and 6th SDCA01 board.",1,"The error was detected during the check of the serial communication watchdog data.
Counter value received from SDCA01 board is invalid.",Setting error,"Check the following settings.
- Control group settings in maintenance mode
- The SDCA01 board rotary switch setting (5) of the corresponding node number (SV#6)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- CN509 cable of SDCA01 board
- The cable of SDCA01 board connector CN515/516
- The cable of AIF01 board connector CN111
- The cable of CPS unit connector CN157",,,,HWC
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,APU unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the APU unit. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,ACP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the ACP01 board, and then remove the SD card from the failure ACP01 board to insert it into the new ACP01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,3,"The error was detected during the check of the serial communication watchdog data.
Watchdog data cannot be received from SDCA01 board.",Setting error,"Check the following settings.
- Control group settings in maintenance mode
- The SDCA01 board rotary switch setting (5) of the corresponding node number (SV#6)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- CN509 cable of SDCA01 board #6
- The cable of SDCA01 board #6 connector CN515
- The cable of SDCA01 board #5 connector CN516
- The cable of CPS unit connector CN157",,,,HWC
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
0106,COMMUNICATION ERROR(SV#7),"The serial communications between ACP01 board and SDCA01 board in the YRC1000 is monitored by each board.
This alarm occurs if ACP01detects an error in the serial communication between ACP01 board and 7th SDCA01 board.",1,"The error was detected during the check of the serial communication watchdog data.
Counter value received from SDCA01 board is invalid.",Setting error,"Check the following settings.
- Control group settings in maintenance mode
- The SDCA01 board rotary switch setting (6) of the corresponding node number (SV#7)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- CN509 cable of SDCA01 board
- The cable of SDCA01 board connector CN515/516
- The cable of AIF01 board connector CN111
- The cable of CPS unit connector CN157",,,,HWC
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,APU unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the APU unit. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,ACP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the ACP01 board, and then remove the SD card from the failure ACP01 board to insert it into the new ACP01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,3,"The error was detected during the check of the serial communication watchdog data.
Watchdog data cannot be received from SDCA01 board.",Setting error,"Check the following settings.
- Control group settings in maintenance mode
- The SDCA01 board rotary switch setting (6) of the corresponding node number (SV#7)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- CN509 cable of SDCA01 board #7
- The cable of SDCA01 board #7 connector CN515
- The cable of SDCA01 board #6 connector CN516
- The cable of CPS unit connector CN157",,,,HWC
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
0107,COMMUNICATION ERROR(SV#8),"The serial communications between ACP01 board and SDCA01 board in the YRC1000 is monitored by each board.
This alarm occurs if ACP01detects an error in the serial communication between ACP01 board and 8th SDCA01 board.",1,"The error was detected during the check of the serial communication watchdog data.
Counter value received from SDCA01 board is invalid.",Setting error,"Check the following settings.
- Control group settings in maintenance mode
- The SDCA01 board rotary switch setting (7) of the corresponding node number (SV#8)",,,,HWC
,,,,,Connection failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, check the connection and insertion of the following cables and connectors.
- CN509 cable of SDCA01 board
- The cable of SDCA01 board connector CN515/516
- The cable of AIF01 board connector CN111
- The cable of CPS unit connector CN157",,,,HWC
,,,,,SDCA01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the SDCA01 board. Save the CMOS.BIN before replace the board to be safe.",,,,HWC
,,,,,APU unit failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the APU unit. Save the CMOS.BIN before replace the unit to be safe.",,,,HWC
,,,,,AIF01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the AIF01 board. Save the CMOS.BIN before replace the board to be safe. Replace the AIF01 board, and then load the CMOS.BIN saved before alarm occurred.",,,,HWC
,,,,,ACP01 board failure,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, replace the ACP01 board. Save the CMOS.BIN before replace the board to be safe.  Replace the ACP01 board, and then remove the SD card from the failure ACP01 board to insert it into the new ACP01 board.",,,,HWC
,,,,,Other,"If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,HWC
,,,3,"The error was detected during the check of the serial communication watchdog data.
Watchdog data cannot be received from SDCA01 board.",Setting error,"Check the following settings.
- Control group settings in maintenance mode
- The SDCA01 board rotary switch setting (7) of the corresponding node number (SV#8)",,,,HWC
