DX200,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,ê}ï\1,ê}ï\2,è⁄ç◊ê‡ñæ(ãZèpé“óp),Notes
,,,,,YIS21 board failure,"(1)Cycle the power.
(2)If the alarm occurs again, replace the YIS21 board.Be sure to configure the switch setting (timer setting) at YIS21 board same as before replacement. 
",,,,SYSCON
,,,1,Air pressure unit 4 error. An error occurred in the detection signal of the air pressure (low pressure detection) .,Air pressure failure ,"(1)Cycle the power.
(2)If the alarm occurs again, check if the pressure display at the pressure unit is within the setting range. 
",,,,SYSCON
,,,,,Connection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if there is no cable failure (broken line) between the pressure unit and the barrier unit in the controller. 
(3)Check the connection/insertion status of the following connector and also check if there is no failure in the cable (such as broken line) connected to the following connector. 
- YIS21 board-CN661
",,,,SYSCON
,,,,,Pressure detector failure ,"(1)Cycle the power.
(2)If the alarm occurs again, check if the pressure detector (low pressure detection)  is turned ON when the air is applied and it is turned OFF when no air is applied. 
(3)If the pressure detector doesn't work like (2), replace the pressure unit. ",,,,SYSCON
,,,,,Barrier unit for pressure detection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if the output signal of the barrier for pressure detection becomes ON and OFF in accordance with ON/OFF status of the pressure detector(low pressure detection). 
(3)If the barrier for pressure detection doesn't work like (2), confirm that there is no cable failure (broken line) in the cable connected to the barrier unit, and then replace the barrier unit. ",,,,SYSCON
,,,,,YIS21 board failure,"(1)Cycle the power.
(2)If the alarm occurs again, replace the YIS21 board.Be sure to configure the switch setting (timer setting) at YIS21 board same as before replacement. 
",,,,SYSCON
1250,AIR PRESS ERROR(HIGH)2,An error occurred in the detection signal of the air pressure (high pressure detection) .,0,Air pressure unit 3 error. An error occurred in the detection signal of the air pressure (high pressure detection) .,Air pressure failure ,"(1)Cycle the power.
(2)If the alarm occurs again, check if the pressure display at the pressure unit is within the setting range. 
",,,,SYSCON
,,,,,Connection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if there is no cable failure (broken line) between the pressure unit and the barrier unit in the controller. 
(3)Check the connection/insertion status of the following connector and also check if there is no failure in the cable (such as broken line) connected to the following connector. 
- YIS21 board-CN661
",,,,SYSCON
,,,,,Pressure detector failure ,"(1)Cycle the power.
(2)If the alarm occurs again,Confirm that the pressure detector (high pressure detection) is ON with the state where no air is applied.
(3)If the pressure detector is not ON, replace the pressure unit. 
",,,,SYSCON
,,,,,Barrier unit for pressure detection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if the output signal of the barrier for pressure detection becomes ON and OFF in accordance with ON/OFF status of the pressure detector(high pressure detection). 
(3)If the barrier for pressure detection doesn't work like (2), confirm that there is no cable failure (broken line) in the cable connected to the barrier unit, and then replace the barrier unit. 
",,,,SYSCON
,,,,,YIS21 board failure,"(1)Cycle the power.
(2)If the alarm occurs again, replace the YIS21 board.Be sure to configure the switch setting (timer setting) at YIS21 board same as before replacement. 
",,,,SYSCON
,,,1,Air pressure unit 4 error. An error occurred in the detection signal of the air pressure (high pressure detection) .,Air pressure failure ,"(1)Cycle the power.
(2)If the alarm occurs again, check if the pressure display at the pressure unit is within the setting range. 
",,,,SYSCON
,,,,,Connection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if there is no cable failure (broken line) between the pressure unit and the barrier unit in the controller. 
(3)Check the connection/insertion status of the following connector and also check if there is no failure in the cable (such as broken line) connected to the following connector. 
- YIS21 board-CN661
",,,,SYSCON
,,,,,Pressure detector failure ,"(1)Cycle the power.
(2)If the alarm occurs again,Confirm that the pressure detector (high pressure detection) is ON with the state where no air is applied.
(3)If the pressure detector is not ON, replace the pressure unit. 
",,,,SYSCON
,,,,,Barrier unit for pressure detection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if the output signal of the barrier for pressure detection becomes ON and OFF in accordance with ON/OFF status of the pressure detector(high pressure detection). 
(3)If the barrier for pressure detection doesn't work like (2), confirm that there is no cable failure (broken line) in the cable connected to the barrier unit, and then replace the barrier unit. 
",,,,SYSCON
,,,,,YIS21 board failure,"(1)Cycle the power.
(2)If the alarm occurs again, replace the YIS21 board.Be sure to configure the switch setting (timer setting) at YIS21 board same as before replacement. 
",,,,SYSCON
1251,AIR PURGE ERROR2,An error occurred in the detection signal of the air pressure (air purge detection) .,0,Air pressure unit 3 error. An error occurred in the detection signal of the air pressure (air purge detection) .,Air pressure failure ,"(1)Cycle the power.
(2)If the alarm occurs again, check if the pressure display at the pressure unit is within the setting range. 
",,,,SYSCON
,,,,,Connection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if there is no cable failure (broken line) between the pressure unit and the barrier unit in the controller. 
(3)Check the connection/insertion status of the following connector and also check if there is no failure in the cable (such as broken line) connected to the following connector. 
- YIS21 board-CN661
",,,,SYSCON
,,,,,Pressure detector failure ,"(1)Cycle the power.
(2)f the alarm occurs again, check if the pressure detector (air purge pressure detection) becomes ON when the air purge pressure is applied and it becomes OFF when no air purge pressure is applied. 
(3)If the pressure detector doesn't work like (2), replace the pressure unit.
",,,,SYSCON
,,,,,Control pressure valve failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if control pressure valve becomes ON when the power is turned ON. 
(3)If the control pressure valve doesn't work like (2), confirm that there is no failure (broken line, short circuit) in the cable connected to valve, and then replace the pressure unit. ",,,,SYSCON
,,,,,Barrier unit for pressure detection failure,"(1)Cycle the power.
(2)If the alarm occurs again,check if the output signal of the barrier for pressure detection becomes ON and OFF in accordance with ON/OFF status of the pressure detector(air purge pressure detection). 
(3)If the barrier for pressure detection doesn't work like (2), confirm that there is no cable failure (broken line) in the cable connected to the barrier unit, and then replace the barrier unit. 
",,,,SYSCON
,,,,,Barrier for control pressure valve failure,"(1)Cycle the power.
(2)If the alarm occurs again, confirm that the barrier for control pressure valve becomes ON when the power is turned ON. 
(3)If the barrier doesn't become ON, confirm that there is no failure in the cable connected to the barrier, and then replace the barrier. 
",,,,SYSCON
,,,,,Fuse failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if the fuse in YIS21 board (FU3,FU4,FU5,FU6) is not broken. 
(3)If the fuse is broken, confirm that there is no cable failure (such as short circuit, ground fault) in the cable connected to YIS21 board, and then replace the fuse. 
",,,,SYSCON
,,,,,YIS21 board failure,"(1)Cycle the power.
(2)If the alarm occurs again, replace the YIS21 board.Be sure to configure the switch setting (timer setting) at YIS21 board same as before replacement. 
",,,,SYSCON
,,,1,Air pressure unit 4 error. An error occurred in the detection signal of the air pressure (air purge detection) .,Air pressure failure ,"(1)Cycle the power.
(2)If the alarm occurs again, check if the pressure display at the pressure unit is within the setting range. 
",,,,SYSCON
,,,,,Connection failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if there is no cable failure (broken line) between the pressure unit and the barrier unit in the controller. 
(3)Check the connection/insertion status of the following connector and also check if there is no failure in the cable (such as broken line) connected to the following connector. 
- YIS21 board-CN661
",,,,SYSCON
,,,,,Pressure detector failure ,"(1)Cycle the power.
(2)f the alarm occurs again, check if the pressure detector (air purge pressure detection) becomes ON when the air purge pressure is applied and it becomes OFF when no air purge pressure is applied. 
(3)If the pressure detector doesn't work like (2), replace the pressure unit.
",,,,SYSCON
,,,,,Control pressure valve failure,"(1)Cycle the power.
(2)If the alarm occurs again, check if control pressure valve becomes ON when the power is turned ON. 
(3)If the control pressure valve doesn't work like (2), confirm that there is no failure (broken line, short circuit) in the cable connected to valve, and then replace the pressure unit. ",,,,SYSCON
,,,,,Barrier unit for pressure detection failure,"(1)Cycle the power.
(2)If the alarm occurs again,check if the output signal of the barrier for pressure detection becomes ON and OFF in accordance with ON/OFF status of the pressure detector(air purge pressure detection). 
(3)If the barrier for pressure detection doesn't work like (2), confirm that there is no cable failure (broken line) in the cable connected to the barrier unit, and then replace the barrier unit. 
",,,,SYSCON
,,,,,Barrier for control pressure valve failure,"(1)Cycle the power.
(2)If the alarm occurs again, confirm that the barrier for control pressure valve becomes ON when the power is turned ON. 
(3)If the barrier doesn't become ON, confirm that there is no failure in the cable connected to the barrier, and then replace the barrier. 
",,,,SYSCON
