YRC1000micro,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm Number,Alarm Name/Message,Contents,Sub Code,Meaning,Cause,Remedy,}•\1,}•\2,ŹÚŤ×ŕ–ľ(‹ZŹpŽŇ—p),”őŤl
,,,4108,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4109,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4110,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4111,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4112,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4113,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4114,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4115,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4116,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4117,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4118,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4119,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4120,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4121,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4122,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4123,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4124,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4125,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4126,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4127,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
,,,4128,Execution of motion command did not complete within a certain time period. (***: command code No.),Software operation error occurred,"(1)Turn the power OFF then back ON.
(2)If the alarm occurs again, save the CMOS.BIN, and then contact your YASKAWA representative about occurrence status (operating procedure).",,,,SERVO
