NX100,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Alarm number,Alarm Name,Contents,Sub Code,Meaning,Cause,Remedy,1,2,3,Notes
,,,-10,,An error occurred in specified position data number.,,,,,
,,,-11,,Position data is not registered.,"If the error occurs again, contact your Yaskawa representative.",,,,
,,,-12,,An attempt was made to access the undefined position data.,,,,,
,,,-13,,An attempt was made to access the position data for the undefined control group.,,,,,
,,,-14,,Position data control is not initialized.,,,,,
,,,-15,,The number of axes for the control groups exceeded the limit.,,,,,
,,,-16,,An error occurred in exclusive control.,,,,,
,,,-17,,An error occurred in exceptional control.,,,,,
4204,SYSTEM ERROR (POSITION DATA),,,,An error occurred in position data control process.,,,,,
,,,1,,The memory area for position data is lacking at the initialization of the position data control process.,Initialize the job in the maintenance mode.,,,,
,,,2,,The number of axes for all the control groups is zero at the initialization of the position data control process,,,,,
,,,3,,The number of axes for position data is zero.,"When the data is loaded from the external memory, the control axis for external memory is different from that for system. Initialize the job.
When a point is added, the job is not initialized after the control axis for system was changed to a different control group by system configuration.  Initialize the job.",,,,
,,,4,,The number of stored position data exceeded the maximum stored data at the initialization of the position data control process.,Initialize the job in the maintenance mode.,,,,
,,,5,,The memory size of the position data exceeded the maximum memory size at the initialization of the position data control process.,,,,,
,,,6,,Unused position data file is destroyed.,,,,,
,,,7,,Unused position data file does not exist.,Delete unnecessary steps (position data) and add position data.,,,,
,,,8,,Position data file is destroyed.,Initialize the job in the maintenance mode.,,,,
,,,9,,Position data control information is destroyed.,,,,,
,,,10,,An error occurred in specified position data number.,,,,,
,,,11,,Position data is not registered.,"If the error occurs again, contact your Yaskawa representative.",,,,
,,,12,,An attempt was made to access the undefined position data.,,,,,
,,,13,,An attempt was made to access the position data for the undefined control group.,,,,,
,,,14,,Position data control is not initialized.,,,,,
,,,15,,The number of axes for the control groups exceeded the limit.,,,,,
,,,16,,An error occurred in exclusive control.,,,,,
,,,17,,An error occurred in exceptional control.,,,,,
4206,"SYSTEM  ERROR (TRANSMISSION
)",,,,An error occurred in data transmission.,"Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
4207,SYSTEM ERROR (MOTION),,,,A system error occurred in MOTION.,,,,,
,,,1,,An interrupt undefined in the main command from the system control section occurred.,"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,2,,An interrupt undefined in the sub command from the system control section occurred.,,,,,
,,,3,,The interrupt command that was sent previously from the system control section is being processed.,,,,,
,,,4,,An error was detected in the interrupt command data from the system control section.,,,,,
,,,5,,An undefined command was detected in the sub segment task of MOTION.,,,,,
,,,6,,An undefined command was detected in the servo-related processing of MOTION.,,,,,
,,,7,,An undefined command was detected in the offline processing task of MOTION.,,,,,
,,,8,,An undefined command was detected in the utility task of MOTION.,,,,,
,,,10,,Task Token is not generated.,,,,,
,,,11,,Mail-box Token is not generated.,,,,,
,,,12,,Semaphore Token is not generated.,,,,,
,,,13,,Memory-pool Token is not generated.,,,,,
,,,14,,RMS receiving data error,,,,,
,,,15,,RMS sending data error,,,,,
,,,16,,RMS receiving unit error,,,,,
,,,17,,RMS sending unit error,,,,,
,,,18,,Task generation error,,,,,
,,,19,,Mail-box generation error,,,,,
,,,20,,Semaphore generation error,,,,,
,,,21,,Token pointer error,,,,,
,,,22,,TCB area overflow,,,,,
,,,23,,Stack area overflow,,,,,
,,,24,,Mail-box area overflow,,,,,
,,,25,,Semaphore area overflow,,,,,
,,,30,,Main command error,,,,,
,,,31,,MSS system - ID number error,,,,,
,,,32,,HA-MSS system number error,,,,,
,,,33,,Incorrect control group designation,,,,,
4207,SYSTEM ERROR (MOTION),,,,A system error occurred in MOTION.,,,,,
,,,36,,Offline HA processing timeout,"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,37,,DM_BANK flag error (DM_BANK conversion processing),,,,,
,,,38,,S ? M offline processing command type error,,,,,
,,,39,,SL data transmission request function error,,,,,
,,,40,,Error in designation of application in the request of general-purpose data preset for each application.,,,,,
,,,41,,Error in the parameter to prepare the speed data table,,,,,
,,,42,,Error in the parameter to prepare the global-variable control table,,,,,
,,,43,,Error in the parameter to prepare the axis control table,,,,,
,,,44,,Error in the parameter to prepare the online servo-constant modification table,,,,,
,,,45,,Mail-box of sequence task is not ready.,,,,,
,,,46,,Control-group usage undefined,,,,,
,,,47,,Segment task polling command error,,,,,
,,,48,,Physical axis number error,,,,,
,,,49,,The control group impossible to release the brake,,,,,
,,,50,,Sub-segment request FULL,,,,,
,,,51,,Sub-segment process timeout,,,,,
,,,52,,Data latch request FULL,,,,,
,,,53,,Data latch process timeout,,,,,
,,,54,,AXIS command request FULL,,,,,
,,,55,,AXIS command process timeout,,,,,
,,,56,,Positioning monitor request FULL,,,,,
,,,57,,Positioning monitor process timeout,,,,,
,,,58,,Failed AXIS servo OFF command request during emergency stop,,,,,
,,,60,,Memory pool area overflow,,,,,
,,,61,,Conversion primary expression for Power Source command ? EW command not prepared,,,,,
,,,62,,Duplicated request error during master control-group tracking,,,,,
,,,63,,GVM shared resource semaphore error,,,,,
,,,64,,Job queue DEQUE error,,,,,
4207,SYSTEM ERROR (MOTION),,,,A system error occurred in MOTION.,,,,,
,,,67,,Unknown mode data (Without TEACH/PLAY mode data),"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,68,,Shift-value output timeout of the general-purpose sensor,,,,,
,,,69,,Interrupt main status set,,,,,
,,,71,,System number error at the master side in twin synchronous system,,,,,
,,,72,,No data link added to the command,,,,,
,,,73,,Setting status error of the user coordinates file,,,,,
,,,75,,Previous path data reference error,,,,,
,,,76,,Target position preparation error in arc-retry shift motion mode,,,,,
,,,77,,Request to compensate position error of the axis that is not endless axis,,,,,
,,,79,,Inner track zone status error,,,,,
,,,80,,Instruction queue and instruction system data area overflow,,,,,
,,,81,,Offline answer bank flag error,,,,,
,,,82,,Path and trace queue ENQUE BANK error,,,,,
,,,83,,Pending and block end request FULL,,,,,
,,,84,,Base axis file type error,,,,,
,,,85,,Output buffer SYSCON for automatic test data in use,,,,,
,,,86,,Conversion completion status for AXIS section feedback latch data not established,,,,,
,,,87,,Sensor number (SL#) error,,,,,
,,,88,,File C1 through C3 for calibration between robots not set,,,,,
,,,89,,File C1 through C3 for conveyor calibration not set,,,,,
,,,90,,HA function error (conv_pos_data()),,,,,
,,,91,,HA function error (conv_shift_data()),,,,,
,,,92,,HA function error (trans_angle_to_pulse()),,,,,
,,,93,,HA function error (trans_pulse_to_angle()),,,,,
,,,94,,HA function error (conv_pulse_to_angle()),,,,,
,,,95,,HA function error (pr_atinf_pos_make()),,,,,
4207,SYSTEM ERROR (MOTION),,,,A system error occurred in MOTION.,,,,,
,,,101,,Error in the parameter for the table for physical axes,"Reset the alarm, and then try again. Turn the power OFF then back ON.
If the error occurs again, contact your Yaskawa representative.",,,,
,,,102,,Error in the parameter for the table for physical TU,,,,,
,,,103,,Excessive number of control group axes in use,,,,,
,,,104,,JOG and PLAY maximum speed setting parameter error,,,,,
,,,120,,Job argument over,,,,,
,,,121,,Job argument stack overflow,,,,,
,,,122,,Job argument stack underflow,,,,,
,,,123,,Designation error of the fetched feedback pulse area at preparation of current value,,,,,
,,,128,,Timeout for waiting permission to modify the number of averaging times,,,,,
,,,129,,Object undefined for CLEAR instruction,,,,,
,,,130,,No space in RT_BANK setting area for correction-amount data,,,,,
,,,131,,Queue operation error for variable write-in history at prereading (at ENQUE),,,,,
,,,132,,Queue operation error for variable write-in history at prereading (at DEQUE),,,,,
,,,133,,Queue operation error for variable write-in history at prereading (undefined operation),,,,,
,,,134,,Queue operation error for variable write-in history at prereading (data length too long),,,,,
,,,135,,Queue operation error for score- board setting history (at ENQUE),,,,,
,,,136,,Queue operation error for score- board setting history (at DEQUE),,,,,
,,,137,,Queue operation error for score- board setting history (undefined operation),,,,,
,,,138,,Queue operation error for score- board setting history (data length too long),,,,,
,,,139,,Queue operation error for instruction execution (at ENQUE),,,,,
